Department,Hire_Date,Termination_Date,Tenure,Tenure_Distribution
Training,2009-03-28,,NULL,"LEGACY TENURE"
Training,2013-12-14,,NULL,"LEGACY TENURE"
Training,2006-04-22,,NULL,"LEGACY TENURE"
Training,2005-08-24,,NULL,"LEGACY TENURE"
Training,2008-05-07,,NULL,"LEGACY TENURE"
Training,2010-08-24,,NULL,"LEGACY TENURE"
Training,2007-03-14,,NULL,"LEGACY TENURE"
Training,2010-08-23,,NULL,"LEGACY TENURE"
Training,2008-01-31,,NULL,"LEGACY TENURE"
Training,2009-10-08,,NULL,"LEGACY TENURE"
Training,2001-12-09,,NULL,"LEGACY TENURE"
Training,2017-12-15,,NULL,"LEGACY TENURE"
Training,2011-05-25,,NULL,"LEGACY TENURE"
Training,2016-11-17,2016-12-19,0.0877,"ENTRY LEVEL"
Training,2007-06-06,,NULL,"LEGACY TENURE"
Training,2010-10-06,,NULL,"LEGACY TENURE"
Training,2014-08-04,,NULL,"LEGACY TENURE"
Training,2013-12-29,2029-11-08,15.8712,"LEGACY TENURE"
Training,2009-10-12,,NULL,"LEGACY TENURE"
Training,2002-06-16,,NULL,"LEGACY TENURE"
Training,2005-10-31,,NULL,"LEGACY TENURE"
Training,2010-05-02,,NULL,"LEGACY TENURE"
Training,2010-06-17,,NULL,"LEGACY TENURE"
Training,2002-12-18,,NULL,"LEGACY TENURE"
Training,2012-10-04,,NULL,"LEGACY TENURE"
Training,2014-01-27,,NULL,"LEGACY TENURE"
Training,2020-06-10,,NULL,"LEGACY TENURE"
Training,2017-08-29,,NULL,"LEGACY TENURE"
Training,2010-06-04,,NULL,"LEGACY TENURE"
Training,2018-03-23,,NULL,"LEGACY TENURE"
Training,2002-09-23,2003-09-20,0.9918,"ENTRY LEVEL"
Training,2008-03-23,,NULL,"LEGACY TENURE"
Training,2007-12-01,,NULL,"LEGACY TENURE"
Training,2014-10-16,,NULL,"LEGACY TENURE"
Training,2009-06-02,,NULL,"LEGACY TENURE"
Training,2018-01-03,,NULL,"LEGACY TENURE"
Training,2010-05-20,,NULL,"LEGACY TENURE"
Training,2003-06-21,,NULL,"LEGACY TENURE"
Training,2005-01-14,,NULL,"LEGACY TENURE"
Training,2018-06-06,,NULL,"LEGACY TENURE"
Training,2020-03-01,,NULL,"LEGACY TENURE"
Training,2009-05-03,,NULL,"LEGACY TENURE"
Training,2002-09-23,2003-08-09,0.8767,"ENTRY LEVEL"
Training,2001-08-10,,NULL,"LEGACY TENURE"
Training,2011-02-21,,NULL,"LEGACY TENURE"
Training,2007-03-29,,NULL,"LEGACY TENURE"
Training,2005-08-09,,NULL,"LEGACY TENURE"
Training,2008-10-17,,NULL,"LEGACY TENURE"
Training,2002-07-21,,NULL,"LEGACY TENURE"
Training,2003-02-10,,NULL,"LEGACY TENURE"
Training,2014-12-01,,NULL,"LEGACY TENURE"
Training,2010-08-12,,NULL,"LEGACY TENURE"
Training,2014-03-27,,NULL,"LEGACY TENURE"
Training,2005-04-02,,NULL,"LEGACY TENURE"
Training,2014-12-10,,NULL,"LEGACY TENURE"
Training,2009-02-02,,NULL,"LEGACY TENURE"
Training,2020-10-20,,NULL,"LEGACY TENURE"
Training,2001-03-11,,NULL,"LEGACY TENURE"
Training,2017-03-01,,NULL,"LEGACY TENURE"
Training,2010-04-23,,NULL,"LEGACY TENURE"
Training,2016-04-17,,NULL,"LEGACY TENURE"
Training,2015-05-22,,NULL,"LEGACY TENURE"
Training,2017-01-09,,NULL,"LEGACY TENURE"
Training,2003-10-17,2023-11-30,20.1342,"LEGACY TENURE"
Training,2007-09-25,,NULL,"LEGACY TENURE"
Training,2004-08-16,2007-01-04,2.3863,"ENTRY LEVEL"
Training,2002-01-30,,NULL,"LEGACY TENURE"
Training,2003-10-26,,NULL,"LEGACY TENURE"
Training,2018-07-23,,NULL,"LEGACY TENURE"
Training,2011-01-30,,NULL,"LEGACY TENURE"
Training,2001-12-05,,NULL,"LEGACY TENURE"
Training,2019-03-29,2022-06-05,3.1890,"MEDIUM TERM"
Training,2004-09-16,2006-05-23,1.6822,"ENTRY LEVEL"
Training,2001-12-14,,NULL,"LEGACY TENURE"
Training,2003-10-29,,NULL,"LEGACY TENURE"
Training,2010-06-17,,NULL,"LEGACY TENURE"
Training,2020-12-07,2028-06-01,7.4877,"MEDIUM TERM"
Training,2008-12-06,,NULL,"LEGACY TENURE"
Training,2004-06-19,,NULL,"LEGACY TENURE"
Training,2017-06-20,,NULL,"LEGACY TENURE"
Training,2005-05-17,2008-04-12,2.9068,"MEDIUM TERM"
Training,2003-03-20,,NULL,"LEGACY TENURE"
Training,2011-07-04,2031-06-02,19.9260,"LEGACY TENURE"
Training,2004-03-14,,NULL,"LEGACY TENURE"
Training,2019-02-25,2032-03-17,13.0658,"LONG TERM"
Training,2007-11-25,,NULL,"LEGACY TENURE"
Training,2000-12-27,2010-12-09,9.9562,"MEDIUM TERM"
Training,2007-07-10,,NULL,"LEGACY TENURE"
Training,2002-02-19,,NULL,"LEGACY TENURE"
Training,2003-08-09,,NULL,"LEGACY TENURE"
Training,2016-01-22,,NULL,"LEGACY TENURE"
Training,2007-02-17,,NULL,"LEGACY TENURE"
Training,2016-06-22,,NULL,"LEGACY TENURE"
Training,2005-12-20,2020-08-27,14.6959,"LONG TERM"
Training,2015-06-05,,NULL,"LEGACY TENURE"
Training,2012-09-01,,NULL,"LEGACY TENURE"
Training,2003-12-25,2024-11-29,20.9452,"LEGACY TENURE"
Training,2005-04-23,,NULL,"LEGACY TENURE"
Training,2005-11-11,2020-09-23,14.8767,"LONG TERM"
Training,2003-05-13,,NULL,"LEGACY TENURE"
Training,2005-07-02,,NULL,"LEGACY TENURE"
Training,2005-04-21,,NULL,"LEGACY TENURE"
Training,2012-09-04,,NULL,"LEGACY TENURE"
Training,2020-04-13,,NULL,"LEGACY TENURE"
Training,2008-12-18,,NULL,"LEGACY TENURE"
Training,2004-08-07,2020-08-05,16.0055,"LEGACY TENURE"
Training,2012-09-27,,NULL,"LEGACY TENURE"
Training,2013-12-29,,NULL,"LEGACY TENURE"
Training,2019-12-13,,NULL,"LEGACY TENURE"
Training,2013-02-16,,NULL,"LEGACY TENURE"
Training,2012-03-11,,NULL,"LEGACY TENURE"
Training,2016-07-07,,NULL,"LEGACY TENURE"
Training,2020-11-24,,NULL,"LEGACY TENURE"
Training,2001-01-15,,NULL,"LEGACY TENURE"
Training,2015-08-20,,NULL,"LEGACY TENURE"
Training,2006-02-21,,NULL,"LEGACY TENURE"
Training,2006-03-27,,NULL,"LEGACY TENURE"
Training,2014-10-03,2026-03-24,11.4795,"LONG TERM"
Training,2007-01-02,,NULL,"LEGACY TENURE"
Training,2004-06-24,,NULL,"LEGACY TENURE"
Training,2019-09-24,,NULL,"LEGACY TENURE"
Training,2010-04-11,,NULL,"LEGACY TENURE"
Training,2010-11-02,,NULL,"LEGACY TENURE"
Training,2003-01-23,,NULL,"LEGACY TENURE"
Training,2013-05-05,,NULL,"LEGACY TENURE"
Training,2018-11-28,,NULL,"LEGACY TENURE"
Training,2017-03-30,,NULL,"LEGACY TENURE"
Training,2009-02-10,,NULL,"LEGACY TENURE"
Training,2008-06-19,2019-11-03,11.3808,"LONG TERM"
Training,2013-02-06,,NULL,"LEGACY TENURE"
Training,2012-08-06,,NULL,"LEGACY TENURE"
Training,2003-05-17,,NULL,"LEGACY TENURE"
Training,2009-01-14,,NULL,"LEGACY TENURE"
Training,2000-10-21,,NULL,"LEGACY TENURE"
Training,2010-06-18,,NULL,"LEGACY TENURE"
Training,2006-05-22,,NULL,"LEGACY TENURE"
Training,2010-05-13,,NULL,"LEGACY TENURE"
Training,2016-05-16,,NULL,"LEGACY TENURE"
Training,2019-09-11,,NULL,"LEGACY TENURE"
Training,2011-01-18,,NULL,"LEGACY TENURE"
Training,2004-02-10,,NULL,"LEGACY TENURE"
Training,2003-01-01,,NULL,"LEGACY TENURE"
Training,2015-04-29,,NULL,"LEGACY TENURE"
Training,2017-03-16,,NULL,"LEGACY TENURE"
Training,2011-11-16,2017-11-15,6.0027,"MEDIUM TERM"
Training,2006-05-18,,NULL,"LEGACY TENURE"
Training,2015-05-13,,NULL,"LEGACY TENURE"
Training,2017-09-06,,NULL,"LEGACY TENURE"
Training,2004-10-18,,NULL,"LEGACY TENURE"
Training,2010-02-14,2020-04-17,10.1781,"MEDIUM TERM"
Training,2008-01-22,,NULL,"LEGACY TENURE"
Training,2005-04-07,,NULL,"LEGACY TENURE"
Training,2003-06-20,2007-09-02,4.2055,"MEDIUM TERM"
Training,2002-07-03,,NULL,"LEGACY TENURE"
Training,2010-12-02,,NULL,"LEGACY TENURE"
Training,2002-07-08,2009-12-23,7.4658,"MEDIUM TERM"
Training,2015-08-24,,NULL,"LEGACY TENURE"
Training,2002-04-03,,NULL,"LEGACY TENURE"
Training,2015-11-15,,NULL,"LEGACY TENURE"
Training,2009-09-30,,NULL,"LEGACY TENURE"
Training,2018-06-04,,NULL,"LEGACY TENURE"
Training,2016-04-05,,NULL,"LEGACY TENURE"
Training,2018-07-05,,NULL,"LEGACY TENURE"
Training,2009-01-15,,NULL,"LEGACY TENURE"
Training,2006-08-26,,NULL,"LEGACY TENURE"
Training,2010-02-21,,NULL,"LEGACY TENURE"
Training,2013-06-16,,NULL,"LEGACY TENURE"
Training,2004-03-20,2017-01-31,12.8767,"LONG TERM"
Training,2018-10-08,,NULL,"LEGACY TENURE"
Training,2015-10-06,,NULL,"LEGACY TENURE"
Training,2020-08-10,2021-09-22,1.1178,"ENTRY LEVEL"
Training,2016-05-01,,NULL,"LEGACY TENURE"
Training,2008-07-15,,NULL,"LEGACY TENURE"
Training,2001-03-09,,NULL,"LEGACY TENURE"
Training,2004-09-26,,NULL,"LEGACY TENURE"
Training,2020-01-29,,NULL,"LEGACY TENURE"
Training,2006-11-02,,NULL,"LEGACY TENURE"
Training,2006-04-22,,NULL,"LEGACY TENURE"
Training,2019-12-25,,NULL,"LEGACY TENURE"
Training,2011-05-15,,NULL,"LEGACY TENURE"
Training,2003-11-14,,NULL,"LEGACY TENURE"
Training,2001-07-01,,NULL,"LEGACY TENURE"
Training,2003-08-13,,NULL,"LEGACY TENURE"
Training,2012-11-23,,NULL,"LEGACY TENURE"
Training,2010-12-29,,NULL,"LEGACY TENURE"
Training,2004-11-21,,NULL,"LEGACY TENURE"
Training,2003-07-17,,NULL,"LEGACY TENURE"
Training,2006-05-15,,NULL,"LEGACY TENURE"
Training,2013-09-12,,NULL,"LEGACY TENURE"
Training,2008-02-08,,NULL,"LEGACY TENURE"
Training,2005-04-19,2010-10-16,5.4959,"MEDIUM TERM"
Training,2015-01-13,2034-06-14,19.4301,"LEGACY TENURE"
Training,2019-03-06,,NULL,"LEGACY TENURE"
Training,2009-10-03,,NULL,"LEGACY TENURE"
Training,2009-06-22,,NULL,"LEGACY TENURE"
Training,2005-10-08,2010-04-05,4.4932,"MEDIUM TERM"
Training,2018-11-03,,NULL,"LEGACY TENURE"
Training,2005-12-30,,NULL,"LEGACY TENURE"
Training,2012-09-09,,NULL,"LEGACY TENURE"
Training,2008-07-08,,NULL,"LEGACY TENURE"
Training,2001-08-28,,NULL,"LEGACY TENURE"
Training,2011-03-22,,NULL,"LEGACY TENURE"
Training,2001-06-07,2010-08-09,9.1781,"MEDIUM TERM"
Training,2016-02-06,,NULL,"LEGACY TENURE"
Training,2015-03-14,2015-04-30,0.1288,"ENTRY LEVEL"
Training,2018-06-14,,NULL,"LEGACY TENURE"
Training,2008-09-05,,NULL,"LEGACY TENURE"
Training,2013-05-31,,NULL,"LEGACY TENURE"
Training,2018-12-22,,NULL,"LEGACY TENURE"
Training,2002-02-11,,NULL,"LEGACY TENURE"
Training,2003-12-05,,NULL,"LEGACY TENURE"
Training,2001-05-03,,NULL,"LEGACY TENURE"
Training,2015-11-06,,NULL,"LEGACY TENURE"
Training,2013-02-04,2024-01-15,10.9507,"LONG TERM"
Training,2018-02-22,,NULL,"LEGACY TENURE"
Training,2002-06-21,,NULL,"LEGACY TENURE"
Training,2015-07-05,,NULL,"LEGACY TENURE"
Training,2017-01-06,,NULL,"LEGACY TENURE"
Training,2009-06-19,,NULL,"LEGACY TENURE"
Training,2001-06-21,,NULL,"LEGACY TENURE"
Training,2010-03-25,2014-06-11,4.2164,"MEDIUM TERM"
Training,2002-08-12,,NULL,"LEGACY TENURE"
Training,2002-06-24,2009-01-11,6.5562,"MEDIUM TERM"
Training,2008-09-09,,NULL,"LEGACY TENURE"
Training,2012-03-28,,NULL,"LEGACY TENURE"
Training,2003-06-19,,NULL,"LEGACY TENURE"
Training,2014-03-15,,NULL,"LEGACY TENURE"
Training,2002-12-31,,NULL,"LEGACY TENURE"
Training,2013-11-04,2027-05-23,13.5562,"LONG TERM"
Training,2016-06-03,2021-05-03,4.9178,"MEDIUM TERM"
Training,2020-02-08,,NULL,"LEGACY TENURE"
Training,2016-05-02,2034-11-13,18.5452,"LEGACY TENURE"
Training,2007-01-01,,NULL,"LEGACY TENURE"
Training,2004-05-07,,NULL,"LEGACY TENURE"
Training,2004-08-11,,NULL,"LEGACY TENURE"
Training,2012-08-12,2033-01-01,20.4027,"LEGACY TENURE"
Training,2011-02-05,2017-02-09,6.0164,"MEDIUM TERM"
Training,2017-05-24,,NULL,"LEGACY TENURE"
Training,2016-11-28,,NULL,"LEGACY TENURE"
Training,2017-04-14,2029-01-04,11.7342,"LONG TERM"
Training,2004-08-20,,NULL,"LEGACY TENURE"
Training,2010-04-03,2013-09-09,3.4384,"MEDIUM TERM"
Training,2012-03-30,,NULL,"LEGACY TENURE"
Training,2012-11-08,,NULL,"LEGACY TENURE"
Training,2005-08-17,,NULL,"LEGACY TENURE"
Training,2007-01-22,,NULL,"LEGACY TENURE"
Training,2004-03-09,2025-01-23,20.8904,"LEGACY TENURE"
Training,2005-12-08,,NULL,"LEGACY TENURE"
Training,2002-01-10,,NULL,"LEGACY TENURE"
Training,2006-03-08,,NULL,"LEGACY TENURE"
Training,2015-05-06,2018-06-13,3.1068,"MEDIUM TERM"
Training,2019-08-24,,NULL,"LEGACY TENURE"
Training,2002-07-04,,NULL,"LEGACY TENURE"
Training,2009-12-21,,NULL,"LEGACY TENURE"
Training,2002-09-23,,NULL,"LEGACY TENURE"
Training,2006-04-27,,NULL,"LEGACY TENURE"
Training,2015-11-12,2035-07-19,19.6959,"LEGACY TENURE"
Training,2008-10-12,,NULL,"LEGACY TENURE"
Training,2000-11-10,,NULL,"LEGACY TENURE"
Training,2013-05-31,,NULL,"LEGACY TENURE"
Training,2008-02-07,2012-04-21,4.2055,"MEDIUM TERM"
Training,2001-05-06,,NULL,"LEGACY TENURE"
Training,2006-05-31,,NULL,"LEGACY TENURE"
Training,2002-06-06,2013-07-12,11.1068,"LONG TERM"
Training,2005-01-02,2010-04-28,5.3205,"MEDIUM TERM"
Training,2007-05-04,2025-03-13,17.8712,"LEGACY TENURE"
Training,2017-06-28,,NULL,"LEGACY TENURE"
Training,2004-11-14,,NULL,"LEGACY TENURE"
Training,2018-01-26,2020-09-22,2.6575,"MEDIUM TERM"
Training,2013-03-31,,NULL,"LEGACY TENURE"
Training,2020-05-23,,NULL,"LEGACY TENURE"
Training,2008-02-22,,NULL,"LEGACY TENURE"
Training,2019-04-25,,NULL,"LEGACY TENURE"
Training,2011-03-14,,NULL,"LEGACY TENURE"
Training,2001-05-28,,NULL,"LEGACY TENURE"
Training,2013-01-27,,NULL,"LEGACY TENURE"
Training,2019-11-21,,NULL,"LEGACY TENURE"
Training,2017-07-04,,NULL,"LEGACY TENURE"
Training,2016-07-16,,NULL,"LEGACY TENURE"
Training,2010-06-22,2014-01-12,3.5616,"MEDIUM TERM"
Training,2009-07-05,2023-04-03,13.7534,"LONG TERM"
Training,2001-06-06,,NULL,"LEGACY TENURE"
Training,2007-11-12,,NULL,"LEGACY TENURE"
Training,2017-06-19,,NULL,"LEGACY TENURE"
Training,2009-10-26,,NULL,"LEGACY TENURE"
Training,2011-09-14,,NULL,"LEGACY TENURE"
Training,2018-10-20,,NULL,"LEGACY TENURE"
Training,2008-04-30,,NULL,"LEGACY TENURE"
Training,2006-01-29,,NULL,"LEGACY TENURE"
Training,2011-08-18,,NULL,"LEGACY TENURE"
Training,2007-08-20,,NULL,"LEGACY TENURE"
Training,2001-07-01,,NULL,"LEGACY TENURE"
Training,2004-01-12,,NULL,"LEGACY TENURE"
Training,2003-08-01,,NULL,"LEGACY TENURE"
Training,2019-04-30,,NULL,"LEGACY TENURE"
Training,2009-05-14,2026-01-29,16.7233,"LEGACY TENURE"
Training,2004-12-21,,NULL,"LEGACY TENURE"
Training,2002-01-11,,NULL,"LEGACY TENURE"
Training,2018-03-18,,NULL,"LEGACY TENURE"
Training,2003-02-18,,NULL,"LEGACY TENURE"
Training,2010-02-22,2013-12-06,3.7890,"MEDIUM TERM"
Training,2002-09-06,2003-07-14,0.8521,"ENTRY LEVEL"
Training,2018-12-11,,NULL,"LEGACY TENURE"
Training,2018-08-20,,NULL,"LEGACY TENURE"
Training,2008-07-12,,NULL,"LEGACY TENURE"
Training,2001-05-24,,NULL,"LEGACY TENURE"
Training,2011-11-19,,NULL,"LEGACY TENURE"
Training,2011-07-27,,NULL,"LEGACY TENURE"
Training,2020-03-17,2029-12-23,9.7753,"MEDIUM TERM"
Training,2009-07-29,,NULL,"LEGACY TENURE"
Training,2001-03-08,,NULL,"LEGACY TENURE"
Training,2003-02-15,2006-03-20,3.0932,"MEDIUM TERM"
Training,2017-12-08,,NULL,"LEGACY TENURE"
Training,2015-07-23,,NULL,"LEGACY TENURE"
Training,2008-03-23,,NULL,"LEGACY TENURE"
Training,2017-04-04,,NULL,"LEGACY TENURE"
Training,2004-06-23,,NULL,"LEGACY TENURE"
Training,2011-12-15,2014-03-17,2.2548,"ENTRY LEVEL"
Training,2015-04-20,,NULL,"LEGACY TENURE"
Training,2010-01-28,2016-01-08,5.9479,"MEDIUM TERM"
Training,2015-06-16,,NULL,"LEGACY TENURE"
Training,2019-09-08,,NULL,"LEGACY TENURE"
Training,2017-01-20,2023-01-04,5.9589,"MEDIUM TERM"
Training,2017-08-19,,NULL,"LEGACY TENURE"
Training,2002-05-27,,NULL,"LEGACY TENURE"
Training,2008-02-01,,NULL,"LEGACY TENURE"
Training,2011-11-03,,NULL,"LEGACY TENURE"
Training,2017-12-23,,NULL,"LEGACY TENURE"
Training,2008-07-10,,NULL,"LEGACY TENURE"
Training,2011-07-07,,NULL,"LEGACY TENURE"
Training,2017-02-10,,NULL,"LEGACY TENURE"
Training,2009-12-27,,NULL,"LEGACY TENURE"
Training,2018-02-24,,NULL,"LEGACY TENURE"
Training,2010-11-02,,NULL,"LEGACY TENURE"
Training,2014-03-29,,NULL,"LEGACY TENURE"
Training,2003-09-23,,NULL,"LEGACY TENURE"
Training,2002-03-02,2003-08-08,1.4356,"ENTRY LEVEL"
Training,2007-11-01,,NULL,"LEGACY TENURE"
Training,2009-04-02,2030-04-16,21.0521,"LEGACY TENURE"
Training,2012-12-12,,NULL,"LEGACY TENURE"
Training,2015-05-21,2017-04-26,1.9342,"ENTRY LEVEL"
Training,2005-10-06,,NULL,"LEGACY TENURE"
Training,2013-03-19,,NULL,"LEGACY TENURE"
Training,2011-10-22,,NULL,"LEGACY TENURE"
Training,2016-10-07,,NULL,"LEGACY TENURE"
Training,2016-12-07,,NULL,"LEGACY TENURE"
Training,2012-12-25,,NULL,"LEGACY TENURE"
Training,2005-11-28,2020-02-28,14.2603,"LONG TERM"
Training,2008-05-26,,NULL,"LEGACY TENURE"
Training,2004-10-01,,NULL,"LEGACY TENURE"
Training,2011-08-28,2025-09-20,14.0740,"LONG TERM"
Training,2008-11-04,,NULL,"LEGACY TENURE"
Training,2005-10-27,,NULL,"LEGACY TENURE"
Training,2019-09-15,,NULL,"LEGACY TENURE"
Training,2008-04-29,,NULL,"LEGACY TENURE"
Training,2002-08-13,,NULL,"LEGACY TENURE"
Training,2008-07-24,,NULL,"LEGACY TENURE"
Training,2011-05-03,,NULL,"LEGACY TENURE"
Training,2003-11-02,,NULL,"LEGACY TENURE"
Training,2018-11-08,,NULL,"LEGACY TENURE"
Training,2015-04-08,,NULL,"LEGACY TENURE"
Training,2001-11-07,,NULL,"LEGACY TENURE"
Training,2009-01-10,,NULL,"LEGACY TENURE"
Training,2020-09-18,2032-12-30,12.2904,"LONG TERM"
Training,2001-11-20,2002-02-28,0.2740,"ENTRY LEVEL"
Training,2005-06-21,2013-01-24,7.6000,"MEDIUM TERM"
Training,2020-04-12,,NULL,"LEGACY TENURE"
Training,2012-09-23,,NULL,"LEGACY TENURE"
Training,2011-02-25,,NULL,"LEGACY TENURE"
Training,2018-09-08,,NULL,"LEGACY TENURE"
Training,2002-12-02,,NULL,"LEGACY TENURE"
Training,2002-03-01,,NULL,"LEGACY TENURE"
Training,2006-05-26,,NULL,"LEGACY TENURE"
Training,2004-03-03,2013-11-11,9.6986,"MEDIUM TERM"
Training,2007-01-31,2028-02-10,21.0411,"LEGACY TENURE"
Training,2011-06-26,,NULL,"LEGACY TENURE"
Training,2016-01-27,,NULL,"LEGACY TENURE"
Training,2004-07-03,,NULL,"LEGACY TENURE"
Training,2020-11-23,2032-06-24,11.5918,"LONG TERM"
Training,2009-12-03,,NULL,"LEGACY TENURE"
Training,2004-02-10,,NULL,"LEGACY TENURE"
Training,2019-01-29,,NULL,"LEGACY TENURE"
Training,2016-05-26,,NULL,"LEGACY TENURE"
Training,2007-05-20,,NULL,"LEGACY TENURE"
Training,2015-02-04,,NULL,"LEGACY TENURE"
Training,2006-08-26,,NULL,"LEGACY TENURE"
Training,2012-07-18,,NULL,"LEGACY TENURE"
Training,2017-08-15,2035-06-18,17.8521,"LEGACY TENURE"
Training,2005-03-31,,NULL,"LEGACY TENURE"
Training,2002-10-26,,NULL,"LEGACY TENURE"
Training,2006-11-08,,NULL,"LEGACY TENURE"
Training,2006-02-28,,NULL,"LEGACY TENURE"
Training,2005-12-29,,NULL,"LEGACY TENURE"
Training,2017-06-16,2036-09-27,19.2959,"LEGACY TENURE"
Training,2019-10-14,,NULL,"LEGACY TENURE"
Training,2007-11-03,,NULL,"LEGACY TENURE"
Training,2007-06-06,,NULL,"LEGACY TENURE"
Training,2017-01-21,,NULL,"LEGACY TENURE"
Training,2007-02-05,,NULL,"LEGACY TENURE"
Training,2002-07-05,,NULL,"LEGACY TENURE"
Training,2002-02-05,,NULL,"LEGACY TENURE"
Training,2019-06-10,,NULL,"LEGACY TENURE"
Training,2012-04-20,2029-07-19,17.2575,"LEGACY TENURE"
Training,2010-08-30,,NULL,"LEGACY TENURE"
Training,2019-04-17,,NULL,"LEGACY TENURE"
Training,2019-03-03,,NULL,"LEGACY TENURE"
Training,2017-03-01,2032-02-13,14.9644,"LONG TERM"
Training,2003-06-24,,NULL,"LEGACY TENURE"
Training,2018-09-28,,NULL,"LEGACY TENURE"
Training,2009-04-28,,NULL,"LEGACY TENURE"
Training,2003-09-09,,NULL,"LEGACY TENURE"
Training,2015-12-02,,NULL,"LEGACY TENURE"
Training,2018-05-29,,NULL,"LEGACY TENURE"
Training,2001-03-31,,NULL,"LEGACY TENURE"
Training,2004-05-28,,NULL,"LEGACY TENURE"
Training,2002-12-10,,NULL,"LEGACY TENURE"
Training,2001-07-20,,NULL,"LEGACY TENURE"
Training,2009-11-14,,NULL,"LEGACY TENURE"
Training,2014-03-22,2017-05-27,3.1836,"MEDIUM TERM"
Training,2007-03-04,,NULL,"LEGACY TENURE"
Training,2005-10-08,,NULL,"LEGACY TENURE"
Training,2011-06-16,,NULL,"LEGACY TENURE"
Training,2008-06-08,2012-10-02,4.3205,"MEDIUM TERM"
Training,2013-10-08,2023-06-27,9.7233,"MEDIUM TERM"
Training,2012-04-20,2025-10-21,13.5123,"LONG TERM"
Training,2005-01-30,,NULL,"LEGACY TENURE"
Training,2006-07-12,,NULL,"LEGACY TENURE"
Training,2017-03-10,,NULL,"LEGACY TENURE"
Training,2020-03-26,,NULL,"LEGACY TENURE"
Training,2006-11-14,,NULL,"LEGACY TENURE"
Training,2015-07-23,,NULL,"LEGACY TENURE"
Training,2001-04-23,,NULL,"LEGACY TENURE"
Training,2014-06-01,,NULL,"LEGACY TENURE"
Training,2015-11-01,,NULL,"LEGACY TENURE"
Training,2008-03-04,,NULL,"LEGACY TENURE"
Training,2007-05-30,,NULL,"LEGACY TENURE"
Training,2014-05-29,,NULL,"LEGACY TENURE"
Training,2016-07-28,,NULL,"LEGACY TENURE"
Training,2014-05-07,,NULL,"LEGACY TENURE"
Training,2005-12-24,,NULL,"LEGACY TENURE"
Training,2005-04-03,,NULL,"LEGACY TENURE"
Training,2015-06-12,,NULL,"LEGACY TENURE"
Training,2015-08-12,2024-05-30,8.8055,"MEDIUM TERM"
Training,2003-10-29,,NULL,"LEGACY TENURE"
Training,2010-07-09,,NULL,"LEGACY TENURE"
Training,2010-08-18,,NULL,"LEGACY TENURE"
Training,2017-11-30,2021-03-16,3.2932,"MEDIUM TERM"
Training,2018-12-14,,NULL,"LEGACY TENURE"
Training,2019-09-25,,NULL,"LEGACY TENURE"
Training,2016-02-11,,NULL,"LEGACY TENURE"
Training,2010-09-02,2022-08-02,11.9233,"LONG TERM"
Training,2004-05-13,,NULL,"LEGACY TENURE"
Training,2007-01-13,,NULL,"LEGACY TENURE"
Training,2005-10-18,,NULL,"LEGACY TENURE"
Training,2016-06-20,,NULL,"LEGACY TENURE"
Training,2007-07-13,,NULL,"LEGACY TENURE"
Training,2003-02-23,,NULL,"LEGACY TENURE"
Training,2012-05-22,,NULL,"LEGACY TENURE"
Training,2020-06-27,,NULL,"LEGACY TENURE"
Training,2010-07-23,,NULL,"LEGACY TENURE"
Training,2016-01-11,2016-08-25,0.6219,"ENTRY LEVEL"
Training,2012-02-08,,NULL,"LEGACY TENURE"
Training,2018-02-23,,NULL,"LEGACY TENURE"
Training,2014-02-20,2022-01-07,7.8849,"MEDIUM TERM"
Training,2007-01-25,,NULL,"LEGACY TENURE"
Training,2000-12-30,,NULL,"LEGACY TENURE"
Training,2016-09-22,,NULL,"LEGACY TENURE"
Training,2007-08-01,,NULL,"LEGACY TENURE"
Training,2017-06-24,2028-06-30,11.0247,"LONG TERM"
Training,2017-10-21,,NULL,"LEGACY TENURE"
Training,2016-02-25,,NULL,"LEGACY TENURE"
Training,2018-04-25,,NULL,"LEGACY TENURE"
Training,2010-09-12,,NULL,"LEGACY TENURE"
Training,2005-09-11,,NULL,"LEGACY TENURE"
Training,2015-11-30,,NULL,"LEGACY TENURE"
Training,2019-07-17,,NULL,"LEGACY TENURE"
Training,2013-02-01,2017-12-15,4.8712,"MEDIUM TERM"
Training,2019-10-25,,NULL,"LEGACY TENURE"
Training,2019-09-12,,NULL,"LEGACY TENURE"
Training,2002-01-28,,NULL,"LEGACY TENURE"
Training,2007-01-21,,NULL,"LEGACY TENURE"
Training,2016-11-29,,NULL,"LEGACY TENURE"
Training,2011-07-14,,NULL,"LEGACY TENURE"
Training,2014-04-01,,NULL,"LEGACY TENURE"
Training,2007-04-24,2027-12-09,20.6411,"LEGACY TENURE"
Training,2012-10-12,,NULL,"LEGACY TENURE"
Training,2020-05-31,,NULL,"LEGACY TENURE"
Training,2019-05-16,2021-03-15,1.8329,"ENTRY LEVEL"
Training,2016-02-15,,NULL,"LEGACY TENURE"
Training,2018-08-11,,NULL,"LEGACY TENURE"
Training,2008-06-17,,NULL,"LEGACY TENURE"
Training,2014-09-30,,NULL,"LEGACY TENURE"
Training,2011-11-19,,NULL,"LEGACY TENURE"
Training,2002-02-09,,NULL,"LEGACY TENURE"
Training,2001-01-18,2003-05-22,2.3397,"ENTRY LEVEL"
Training,2008-11-24,,NULL,"LEGACY TENURE"
